번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
805,101400,엔시트론,032601,반도체 제조업,"28,124,845","14,062,422,500","500",원(KRW),02-6340-1000,"경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층)",1460
806,217820,엔에스,032902,특수 목적용 기계 제조업,"10,769,621","5,384,810,500","500",원(KRW),043-218-7056,충청북도 청주시 청원구 오창읍 각리1길 27 ,1460
807,031860,엔에스엔,074608,상품 종합 도매업,"43,836,052","21,918,026,000","500",원(KRW),02-2106-5417,"서울특별시 강남구 봉은사로 207 8층(논현동, KJ타워)",1460
808,310840,엔에이치스팩13호,116601,금융 지원 서비스업,"3,420,000","342,000,000","100",원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp,1460
809,319400,엔에이치스팩14호,116601,금융 지원 서비스업,"8,620,000","862,000,000","100",원(KRW),02-750-5777,서울특별시 영등포구 여의대로 60 8층,1460
810,353190,엔에이치스팩16호,116601,금융 지원 서비스업,"4,310,000","431,000,000","100",원(KRW),,서울특별시 영등포구 여의대로 60 ,1460
811,359090,엔에이치스팩17호,116601,금융 지원 서비스업,"7,010,000","701,000,000","100",원(KRW),,서울특별시 영등포구 여의대로 60 ,1460
812,265740,엔에프씨,032004,기타 화학제품 제조업,"8,690,000","869,000,000","100",원(KRW),032-831-1091,인천광역시 연수구 갯벌로145번길 15-8 &nbsp,1460
813,354200,엔젠바이오,137309,"그외 기타 전문, 과학 및 기술 서비스업","12,215,562","12,215,562,000","1,000",원(KRW),02-867-9798,"서울특별시 구로구 디지털로 288 303호(구로동, 대륭포스트타워1차)",1460
814,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업,"10,046,564","5,023,282,000","500",원(KRW),02-1522-9060,서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 ,1460
815,183490,엔지켐생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"8,235,201","4,117,600,500","500",원(KRW),043-652-2845,충청북도 제천시 바이오밸리로 59 &nbsp,1460
816,182400,엔케이맥스,032101,기초 의약물질 및 생물학적 제제 제조업,"33,920,553","16,960,276,500","500",원(KRW),031-603-9218,"경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 ",1460
817,069410,엔텔스,105802,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500","500",원(KRW),02-3218-1200,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)",1460
818,227950,엔투텍,032902,특수 목적용 기계 제조업,"58,616,478","5,861,647,800","100",원(KRW),02-3779-3129,경기도 안성시 원곡면 원당로 157 -,1460
819,198080,엔피디,032602,전자부품 제조업,"21,535,185","10,767,592,500","500",원(KRW),031-497-8112,경기도 안산시 단원구 시화벤처로 515 &nbsp,1460
820,048830,엔피케이,032002,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500","500",원(KRW),031-730-0650,경기도 성남시 중원구  갈마치로 215 금강펜테리움IT타워 A-708,1460
821,096870,엘디티,032601,반도체 제조업,"6,678,400","3,339,200,000","500",원(KRW),041-520-7300,충청남도 천안시 서북구  한들1로 126-33 ,1460
822,061970,엘비세미콘,032601,반도체 제조업,"43,784,592","21,892,296,000","500",원(KRW),031-680-1600,경기도 평택시 청북면 청북산단로 138 ,1460
823,138690,엘아이에스,032902,특수 목적용 기계 제조업,"16,026,971","8,013,485,500","500",원(KRW),031-427-8492,경기도 안양시 동안구 엘에스로116번길 91 (호계동) ,1460
824,290650,엘앤씨바이오,032102,의약품 제조업,"21,877,008","10,984,502,000","500",원(KRW),031-776-2975,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) ",1460
825,066970,엘앤에프,032802,일차전지 및 축전지 제조업,"28,058,729","14,029,364,500","500",원(KRW),(053)592-7300,대구광역시 달서구  달서대로91길 120 ,1460
826,156100,엘앤케이바이오,032701,의료용 기기 제조업,"13,267,774","6,633,887,000","500",원(KRW),02-6717-1911,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp,1460
827,073110,엘엠에스,032602,전자부품 제조업,"8,895,755","4,522,877,500","500",원(KRW),031-421-2345,경기도 평택시 진위면 진위산단로 53-73 ,1460
828,083310,엘오티베큠,032902,특수 목적용 기계 제조업,"15,845,853","7,922,926,500","500",원(KRW),031-677-4431,경기도 오산시 지곶중앙로 1-20 -,1460
829,297890,엘이티,032902,특수 목적용 기계 제조업,"7,109,450","3,554,725,000","500",원(KRW),041-549-8850,충청남도 아산시 음봉면 연암율금로 77-26 ,1460
830,037950,엘컴텍,032602,전자부품 제조업,"84,447,519","42,223,759,500","500",원(KRW),031-379-5258,경기 평택시 진위면 갈곶리 110-1 ,1460
831,170920,엘티씨,032001,기초 화학물질 제조업,"7,519,943","3,759,971,500","500",원(KRW),031-383-6525,경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) ,1460
832,058630,엠게임,105802,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500","500",원(KRW),02-523-5854,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 ,1460
833,019590,엠벤처투자,116402,신탁업 및 집합투자업,"61,459,206","30,729,603,000","500",원(KRW),02  -6000-5537,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호,1460
834,169330,엠브레인,137104,시장조사 및 여론조사업,"8,968,459","4,484,229,500","500",원(KRW),02-3444-4000,서울특별시 강남구 강남대로 318 ,1460
835,097520,엠씨넥스,032605,영상 및 음향기기 제조업,"17,863,482","8,931,741,000","500",원(KRW),02-2025-3600,"서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) ",1460
836,179290,엠아이텍,032701,의료용 기기 제조업,"31,183,148","15,591,574,000","500",원(KRW),070-4304-7443,"경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) ",1460
837,009780,엠에스씨,031007,기타 식품 제조업,"17,600,000","8,800,000,000","500",원(KRW),055 -389 -1001,경남 양산시 웅상읍 소주리 439-13 ,1460
838,123040,엠에스오토텍,033003,자동차 신품 부품 제조업,"34,589,958","17,294,979,000","500",원(KRW),054-7701810,경상북도 경주시  내남면 포석로 16-9 ,1460
839,032790,엠젠플러스,074605,기계장비 및 관련 물품 도매업,"19,828,799","9,914,399,500","500",원(KRW),02-3412-8777,서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동),1460
840,033160,엠케이전자,032602,전자부품 제조업,"21,807,689","10,903,844,500","500",원(KRW),031-330-1900,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 ,1460
841,347890,엠투아이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","8,399,102","839,910,200","100",원(KRW),031-465-3366,경기도 안양시 동안구 시민대로327번길 11-35 엠투아이빌딩,1460
842,033310,엠투엔,032509,기타 금속 가공제품 제조업,"22,189,819","11,094,909,500","500",원(KRW),02-2636-2431,서울특별시 영등포구  여의대로 14 KT빌딩 16층,1460
843,259630,엠플러스,032902,특수 목적용 기계 제조업,"11,212,964","5,606,482,000","500",원(KRW),043-272-7079,충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥 ,1460
844,115960,연우,032202,플라스틱제품 제조업,"12,398,000","6,199,000,000","500",원(KRW),032-575-8811,인천광역시 서구 가좌로84번길 13 &nbsp,1460
845,060850,영림원소프트랩,105802,소프트웨어 개발 및 공급업,"8,131,000","4,065,500,000","500",원(KRW),02-2093-1190,서울특별시 강서구 양천로 583 우림블루나인비즈니스센터 A동 23층 ,1460
846,007530,영신금속,032509,기타 금속 가공제품 제조업,"12,832,968","6,416,484,000","500",원(KRW),02  -855 -6960,경기도 평택시  포승읍 포승공단로118번길 118 ,1460
847,143540,영우디에스피,032902,특수 목적용 기계 제조업,"40,634,637","20,317,318,500","500",원(KRW),041-418-4871,충청남도 천안시 서북구 성거읍 새터길 164 -,1460
848,036560,영풍정밀,032901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000","500",원(KRW),02-519-3523,서울특별시 강남구 강남대로 542 ,1460
849,265560,영화테크,033003,자동차 신품 부품 제조업,"5,345,090","2,672,545,000","500",원(KRW),041-585-2685,충청남도 아산시 둔포면 아산밸리로 132 &nbsp,1460
850,036000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업","23,034,277","11,617,138,500","500",원(KRW),02-566-1004,"서울시 성동구 아차산로 153(성수동2가, 예림출판문화센터) ",1460
851,250930,예선테크,032202,플라스틱제품 제조업,"33,000,440","3,300,044,000","100",원(KRW),02-783-1101,경기도 군포시 공단로 356-3 (지번 주소: 경기도 군포시 산본1동 1026-2) ,1460
852,053280,예스24,074709,무점포 소매업,"17,200,000","8,600,000,000","500",원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 ,1460
853,122640,예스티,032902,특수 목적용 기계 제조업,"14,832,464","7,416,232,000","500",원(KRW),031-612-3337,경기도 평택시 진위면 마산12로 27 예스티 ,1460
854,900300,오가닉티코스메틱,116409,기타 금융업,"64,411,060","417,480,182","0",중국위안(CNY),86-599-8508611,"No.49-51 Bonham Strand West, HONG KONG S.A.R Unit D, 11/F., Four Seas Communications Bank Building",1460
855,045060,오공,032004,기타 화학제품 제조업,"16,941,974","8,470,987,000","500",원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 ,1460
856,080520,오디텍,032601,반도체 제조업,"11,746,609","5,873,304,500","500",원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 ,1460
857,039830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000","500",원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 ,1460
858,046120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500","500",원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",1460
859,014940,오리엔탈정공,032901,일반 목적용 기계 제조업,"45,573,661","22,786,830,500","500",원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,1460
860,065500,오리엔트정공,033003,자동차 신품 부품 제조업,"117,214,562","58,607,281,000","500",원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),1460
861,010470,오리콤,137103,광고업,"11,704,050","11,704,050,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 ,1460
862,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000","500",원(KRW),032-524-0700,인천 부평구 부평동 604-15 ,1460
863,052420,오성첨단소재,032202,플라스틱제품 제조업,"67,662,204","33,892,386,000","500",원(KRW),063-839-8780,전라북도 익산시 석암로17길 104 오성첨단소재(주) ,1460
864,241790,오션브릿지,032902,특수 목적용 기계 제조업,"10,002,634","5,001,317,000","500",원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49 ,1460
865,039200,오스코텍,032102,의약품 제조업,"29,200,311","14,600,155,500","500",원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",1460
866,226400,오스테오닉,032701,의료용 기기 제조업,"13,057,051","6,528,525,500","500",원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 ,1460
867,031510,오스템,033003,자동차 신품 부품 제조업,"28,000,000","14,000,000,000","500",원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 ,1460
868,048260,오스템임플란트,032701,의료용 기기 제조업,"14,285,717","7,142,858,500","500",원(KRW),02-2016-7000,서울특별시 강서구 마곡중앙12로 3 오스템임플란트  ,1460
869,138080,오이솔루션,032604,통신 및 방송 장비 제조업,"10,624,095","5,312,047,500","500",원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,1460
870,080580,오킨스전자,032602,전자부품 제조업,"8,839,649","4,419,824,500","500",원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp",1460
871,067170,오텍,033004,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500","500",원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36 ,1460
872,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","4,025,902","2,012,951,000","500",원(KRW),02-568-6727,"서울특별시 강남구 테헤란로 512 , 10층(대치동, 신안빌딩) ",1460
873,049480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500","500",원(KRW),02  -3404-5601,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)",1460
874,244460,올리패스,032101,기초 의약물질 및 생물학적 제제 제조업,"15,976,715","7,988,357,500","500",원(KRW),031-8060-8100,경기도 용인시 기흥구 동백중앙로16번길 16-4 에이스동백타워1동 20층,1460
875,226950,올릭스,137001,자연과학 및 공학 연구개발업,"6,771,030","3,385,515,000","500",원(KRW),031-779-8400,경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호 &nbsp,1460
876,057540,옴니시스템,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","43,564,185","21,782,092,500","500",원(KRW),031-883-5400,경기도 여주군  가남면 연삼로 284 ,1460
877,082210,옵트론텍,032703,사진장비 및 광학기기 제조업,"23,675,951","11,837,975,500","500",원(KRW),(042)360-1510,경상남도 창원시 의창구 평산로8번길 19-15 (팔용동),1460
878,109080,옵티시스,032604,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000","500",원(KRW),031-719-8033,경기도 성남시 수정구 산성대로 305 삼부르네상스파크Ⅱ 3층 ,1460
879,153710,옵티팜,032103,의료용품 및 기타 의약 관련제품 제조업,"14,469,458","7,234,729,000","500",원(KRW),043-249-7500,충청북도 청주시 흥덕구 오송읍 오송생명6로 63 ,1460
880,122990,와이솔,032602,전자부품 제조업,"28,171,941","14,085,970,500","500",원(KRW),070-7837-6240,경기도 오산시 가장로 531-7(가장동) ,1460
881,232140,와이아이케이,032902,특수 목적용 기계 제조업,"79,682,389","7,968,238,900","100",원(KRW),031-8038-8200,"경기도 성남시 분당구 판교로255번길 28 (삼평동, 디에이치케이솔루션빌딩 7층)",1460
882,067900,와이엔텍,053802,폐기물 처리업,"18,199,659","9,099,829,500","500",원(KRW),061-690-6933,전라남도 여수시  여수산단로 1232 ,1460
883,155650,와이엠씨,032602,전자부품 제조업,"19,974,358","9,987,179,000","500",원(KRW),041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25 ,1460
884,251370,와이엠티,032001,기초 화학물질 제조업,"14,954,978","7,477,489,000","500",원(KRW),032-821-8277,"인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단) ",1460
885,066430,와이오엠,074607,기타 전문 도매업,"15,855,736","7,927,868,000","500",원(KRW),051-972-7175,부산광역시 강서구 생곡산단1로24번길 51 (생곡동),1460
886,193250,와이제이엠게임즈,032602,전자부품 제조업,"54,147,235","5,414,723,500","100",원(KRW),02-591-1310,서울특별시 강남구 테헤란로77길 11-9 삼성타워 8층 ,1460
887,273060,와이즈버즈,137103,광고업,"47,552,972","4,755,297,200","100",원(KRW),02-538-8897,"서울특별시 강남구 테헤란로 317 17층(역삼동, 동훈타워)",1460
888,019210,와이지-원,032509,기타 금속 가공제품 제조업,"30,573,819","15,286,909,500","500",원(KRW),032 -526 -0909,인천광역시 연수구 송도과학로16번길 13-40 - ,1460
889,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업,"18,410,969","9,205,484,500","500",원(KRW),02-3142-1104,서울특별시 마포구  희우정로1길 3 ,1460
890,332570,와이팜,032602,전자부품 제조업,"37,141,356","18,570,678,000","500",원(KRW),031-628-7811,"경기도 성남시 분당구 판교로 255 9-22 705, 706호 ",1460
891,079000,와토스코리아,032202,플라스틱제품 제조업,"7,200,000","3,600,000,000","500",원(KRW),061-392-3685,전라남도 장성군  동화면 전자농공단지1길 31 ,1460
892,114630,우노앤컴퍼니,032005,화학섬유 제조업,"13,573,965","6,886,982,500","500",원(KRW),063-261-7555,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니 ,1460
893,032820,우리기술,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","126,651,712","63,325,856,000","500",원(KRW),02  -2102-5100,"서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)",1460
894,041190,우리기술투자,116409,기타 금융업,"84,000,000","42,000,000,000","500",원(KRW),02-2008-3100,서울특별시 강남구  테헤란로 522 ,1460
895,115440,우리넷,032604,통신 및 방송 장비 제조업,"9,136,944","4,568,472,000","500",원(KRW),031-276-5101,경기도 안양시 동안구 시민대로 353(관양동) ,1460
896,046970,우리로,074607,기타 전문 도매업,"28,163,495","14,081,747,500","500",원(KRW),062-602-8100,광주광역시 광산구  평동산단6번로 102-22 ,1460
897,082850,우리바이오,032804,전구 및 조명장치 제조업,"44,917,878","22,458,939,000","500",원(KRW),031-494-8828,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",1460
898,215360,우리산업,033003,자동차 신품 부품 제조업,"9,132,163","4,566,081,500","500",원(KRW),031-201-6522,경기도 용인시 기흥구 지삼로 89 ,1460
899,072470,우리산업홀딩스,033003,자동차 신품 부품 제조업,"18,887,341","9,443,670,500","500",원(KRW),031)201-6522,경기도 용인시 기흥구 지삼로 89 ,1460
900,073560,우리손에프앤지,031001,"도축, 육류 가공 및 저장 처리업","69,237,643","34,618,821,500","500",원(KRW),041-563-1055,전라남도 나주시 반남면 장송길 73 ,1460
901,153490,우리이앤엘,032601,반도체 제조업,"49,900,000","24,950,000,000","500",원(KRW),031-599-3143,경기도 안산시 단원구  성곡로 79 ,1460
902,037400,우리조명,032804,전구 및 조명장치 제조업,"24,923,346","12,461,673,000","500",원(KRW),031 -492 -1012,경기도 안산시 단원구  성곡로 79 ,1460
903,101170,우림기계,032901,일반 목적용 기계 제조업,"13,500,000","6,750,000,000","500",원(KRW),055-260-0300,경상남도 창원시 성산구  남면로 613 우림기계 ,1460
904,066590,우수AMS,033003,자동차 신품 부품 제조업,"31,480,621","15,740,310,500","500",원(KRW),(055)2745011,경남 창원시 신촌동 192-4번지 ,1460
905,103840,우양,031003,"과실, 채소 가공 및 저장 처리업","12,858,000","1,285,800,000","100",원(KRW),041-956-7171,충청남도 서천군 장항읍 장산로 357 ,1460
906,046940,우원개발,064201,기반조성 및 시설물 축조관련 전문공사업,"18,074,350","9,037,175,000","500",원(KRW),02-3490-1996,서울특별시 서초구 강남대로 279 백향빌딩 8층 ,1460
907,215380,우정바이오,137001,자연과학 및 공학 연구개발업,"12,092,926","6,046,463,000","500",원(KRW),031-888-9369,경기도 수원시 영통구 광교로 145 차세대융합기술원 B동 3층,1460
908,065680,우주일렉트로,032602,전자부품 제조업,"9,934,220","4,967,110,000","500",원(KRW),031-371-3700,경기도 화성시  양감면 초록로532번길 61 ,1460
909,018620,우진비앤지,032102,의약품 제조업,"27,593,398","13,796,699,000","500",원(KRW),02)795-2361,경기도 화성시 양감면 정문송산로 230 ,1460
910,053080,원방테크,032901,일반 목적용 기계 제조업,"4,294,143","2,147,071,500","500",원(KRW),043-877-1631,충청북도 음성군 금왕읍 금율로30번길 32-10 ,1460
911,032940,원익,074605,기계장비 및 관련 물품 도매업,"18,193,230","9,096,615,000","500",원(KRW),02  -555 -4939,경기도 성남시 분당구 판교로255번길 20 원익빌딩 ,1460
912,240810,원익IPS,032902,특수 목적용 기계 제조업,"49,083,901","24,541,950,500","500",원(KRW),031-8047-7222,경기도 평택시 진위면 진위산단로 75 ,1460
913,074600,원익QnC,032301,유리 및 유리제품 제조업,"26,288,000","13,144,000,000","500",원(KRW),054-472-6138,경북 구미시 구포동 637 ,1460
914,104830,원익머트리얼즈,032001,기초 화학물질 제조업,"12,608,000","6,304,000,000","500",원(KRW),043-210-4600,충청북도 청주시 청원구 오창읍 양청3길 30 -,1460
915,014190,원익큐브,074607,기타 전문 도매업,"35,399,906","17,699,953,000","500",원(KRW),02-530-8800,경기도 성남시 분당구  판교로255번길 20 원익빌딩,1460
916,030530,원익홀딩스,116409,기타 금융업,"77,237,981","38,618,990,500","500",원(KRW),031-659-2389,경기도 평택시 진위면 진위2산단로 31-16 (갈곶리 729-5),1460
917,012620,원일특강,032401,1차 철강 제조업,"4,400,000","2,200,000,000","500",원(KRW),031-434-1221,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",1460
918,008370,원풍,032202,플라스틱제품 제조업,"12,000,000","6,000,000,000","500",원(KRW),02-3665-5321,서울특별시 강서구 공항대로 343 원풍빌딩 9층,1460
919,008290,원풍물산,031401,봉제의복 제조업,"40,693,679","20,346,839,500","500",원(KRW),02-569-0433(#310),인천 서구 가좌동 539-3 ,1460
920,101160,월덱스,032602,전자부품 제조업,"16,510,993","8,255,496,500","500",원(KRW),054-456-9980,경상북도 구미시  4공단로7길 53-77 ,1460
921,095270,웨이브일렉트로,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","14,707,614","7,353,807,000","500",원(KRW),031-269-0010,경기 수원시 권선구 서둔동 14-10 ,1460
922,065950,웰크론,031302,직물직조 및 직물제품 제조업,"28,231,302","14,115,651,000","500",원(KRW),(02)2107-6600,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,1460
923,076080,웰크론한텍,064101,건물 건설업,"19,980,102","9,990,051,000","500",원(KRW),031-350-8900,경기도 화성시  향남읍 발안공단로 92-36 ,1460
924,196700,웹스,032002,합성고무 및 플라스틱 물질 제조업,"13,698,476","6,849,238,000","500",원(KRW),051-896-6390,부산광역시 해운대구 센텀동로 45 901호,1460
925,069080,웹젠,105802,소프트웨어 개발 및 공급업,"35,310,884","17,655,442,000","500",원(KRW),031-627-6600,"경기도 성남시 분당구 판교로 242(삼평동, 판교디지털콘텐츠파크 B동) ",1460
926,053580,웹케시,105802,소프트웨어 개발 및 공급업,"6,763,655","3,381,827,500","500",원(KRW),02-784-1690,서울특별시 영등포구 영신로 220 KnK 디지털타워 20층 ,1460
927,071460,위니아딤채,032805,가정용 기기 제조업,"35,967,295","31,872,532,500","500",원(KRW),041-530-6114,광주광역시 광산구 하남산단9번로 110 -,1460
928,044340,위닉스,032805,가정용 기기 제조업,"17,873,425","8,936,712,500","500",원(KRW),031 -499 -5085,경기도 시흥시 공단1대로 295(정왕동) 시화공단 3나 607호,1460
929,330350,위더스제약,032102,의약품 제조업,"8,792,415","1,758,483,000","200",원(KRW),02-3486-7474,서울특별시 서초구 동산로12길 9 &nbsp,1460
930,348350,위드텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","5,091,800","2,545,900,000","500",원(KRW),042-936-7117,대전광역시 유성구 테크노2로 300 (탑립동) ,1460
931,112040,위메이드,105802,소프트웨어 개발 및 공급업,"16,800,000","8,680,000,000","500",원(KRW),02-3709-2000,경기도 성남시 분당구 대왕판교로 644번길 49(삼평동 코리아벤처타운 업무시설비블럭 아이레보타워)  ,1460
932,065370,위세아이텍,105802,소프트웨어 개발 및 공급업,"4,453,611","2,226,805,500","500",원(KRW),02-6246-1400,"경기도 성남시 분당구 판교로 253, 판교이노밸리 C동 5층 &nbsp;",1460
933,038620,위즈코프,074707,연료 소매업,"38,830,772","19,415,386,000","500",원(KRW),02-2007-0300,"서울특별시 강남구  봉은사로 429 , 8층 ( 삼성동, 위즈빌딩) ",1460
934,299900,위지윅스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","31,295,521","15,647,760,500","500",원(KRW),02-749-0507,서울특별시 강남구 봉은사로22길 47 &nbsp;,1460
935,036090,위지트,032902,특수 목적용 기계 제조업,"85,811,167","42,905,583,500","500",원(KRW),032-820-9900,"인천광역시 남동구 남동서로 187 (고잔동, 58B/5L)",1460
936,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,198,063","6,099,031,500","500",원(KRW),031-622-8600,경기도 성남시 분당구 판교로228번길 15 (삼평동) 판교세븐벤처밸리 윈스동 ,1460
937,320000,윈텍,032902,특수 목적용 기계 제조업,"17,900,148","1,790,014,800","100",원(KRW),031-429-2401,경기도 군포시 고산로 166 104동 1001호,1460
938,097800,윈팩,032601,반도체 제조업,"38,292,550","19,146,275,000","500",원(KRW),031-8020-4400,경기도 용인시 처인구  백암면 청강가창로 50 ,1460
939,192390,윈하이텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","10,656,896","5,328,448,000","500",원(KRW),02-854-2818,충청북도 음성군 삼성면 하이텍산단로 99 &nbsp,1460
940,313760,윌링스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","4,862,000","2,431,000,000","500",원(KRW),031-326-3000,경기도 용인시 처인구 모현읍 초부로54번길 7-3 ,1460
941,900340,윙입푸드,116409,기타 금융업,"47,973,428","293,632,368","0",홍콩달러(HKD),86-760-23215457,"17/F WINSAN TOWER, 98 THOMSON ROAD, WANCHAI, HK ",1460
942,036200,유니셈,032902,특수 목적용 기계 제조업,"30,664,223","15,332,111,500","500",원(KRW),031-379-5800,경기도 화성시 동탄면 장지남길 10-7 ,1460
943,018000,유니슨,032901,일반 목적용 기계 제조업,"121,133,367","60,566,683,500","500",원(KRW),02  -528 -8777,경상남도 사천시 사남면 해안산업로 513 -,1460
944,203450,유니온커뮤니티,032604,통신 및 방송 장비 제조업,"14,679,007","7,339,503,500","500",원(KRW),02-6488-3127,서울특별시 송파구 법원로 127 문정대명벨리온 12층 ,1460
945,011320,유니크,033003,자동차 신품 부품 제조업,"19,320,695","9,660,347,500","500",원(KRW),055-340-2000,경상남도 김해시  진영읍 서부로179번길 90 (주)유니크 ,1460
946,086390,유니테스트,032902,특수 목적용 기계 제조업,"21,134,126","10,567,063,000","500",원(KRW),031-205-6111,경기도 용인시 기흥구  기곡로 27 (주)유니테스트,1460
947,241690,유니테크노,033003,자동차 신품 부품 제조업,"11,927,520","5,963,760,000","500",원(KRW),051-203-5460,부산광역시 사하구 신산로 13번길 54 &nbsp,1460
948,142210,유니트론텍,074502,자동차 부품 및 내장품 판매업,"12,077,643","6,038,821,500","500",원(KRW),02-573-6800,"서울특별시 강남구 영동대로 638 9층(삼성동, 삼보빌딩) ",1460
949,048430,유라테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","11,520,000","5,760,000,000","500",원(KRW),070-7878-1500,세종특별자치시   전동면 아래깊은내길 25 주식회사 유라테크 ,1460
950,206650,유바이오로직스,032102,의약품 제조업,"30,769,922","15,384,961,000","500",원(KRW),02-572-6675,서울특별시 강남구 도산대로 207 성도빌딩 8층 ,1460
951,089850,유비벨록스,105802,소프트웨어 개발 및 공급업,"7,115,697","3,557,848,500","500",원(KRW),02-2082-2431,서울특별시 구로구 디지털로31길 1213.14층 ,1460
952,032620,유비케어,105802,소프트웨어 개발 및 공급업,"52,197,139","26,098,569,500","500",원(KRW),02-2105-5000,서울특별시 구로구  디지털로33길 28 우림이비지센터1차 ,1460
953,264450,유비쿼스,032604,통신 및 방송 장비 제조업,"5,123,955","2,561,977,500","500",원(KRW),070-4865-0500,경기도 성남시 분당구 판교로255번길 68 ,1460
954,078070,유비쿼스홀딩스,032604,통신 및 방송 장비 제조업,"18,696,628","10,348,314,000","500",원(KRW),070-4865-0500,경기도 성남시 분당구 판교로 25568 (삼평동 616) 유비쿼스 ,1460
955,024800,유성티엔에스,084902,육상 여객 운송업,"27,213,580","13,606,790,000","500",원(KRW),02  -3416-6644,"서울특별시 서초구  남부순환로 2583 9층(서초동, 서희타워)",1460
